map_name,map_description,file_path,date_created,analysis_id,sample_name,project_name
Ti_512481492023.csv,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/ZeissSEM/21_GR_14Y_C-01ZoneTest2/ElementMaps/Ti_512481492023.csv,2020-04-14,3,sample_1,project_1
Zr_512481492023.csv,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/ZeissSEM/21_GR_14Y_C-01ZoneTest2/ElementMaps/Zr_512481492023.csv,2020-03-29,3,sample_1,project_1
Montage_Map_Metadata.txt,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Montage_Map_Metadata.txt,2020-04-10,4,sample_1,project_1
Single_Map_frame_Metadata.txt,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Single_Map_frame_Metadata.txt,2022-01-16,4,sample_1,project_1
Ti K series Map Data 2.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti K series Map Data 2.tif,2020-12-18,4,sample_1,project_1
Ti K series Montaged Map Data.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti K series Montaged Map Data.tif,2022-02-25,4,sample_1,project_1
Ti Kα1 Map Data 10.tif,Intensity Map representing the intensity levels of features in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 10.tif,2020-03-17,4,sample_1,project_1
Ti Kα1 Map Data 100.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 100.tif,2020-11-17,4,sample_1,project_1
Ti Kα1 Map Data 101.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 101.tif,2022-06-13,4,sample_1,project_1
Ti Kα1 Map Data 102.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 102.tif,2020-07-17,4,sample_1,project_1
Ti Kα1 Map Data 103.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 103.tif,2021-02-22,4,sample_1,project_1
Ti Kα1 Map Data 104.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 104.tif,2020-05-15,4,sample_1,project_1
Ti Kα1 Map Data 105.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 105.tif,2020-03-15,4,sample_1,project_1
Ti Kα1 Map Data 106.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 106.tif,2021-11-29,4,sample_1,project_1
Ti Kα1 Map Data 107.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 107.tif,2021-08-02,4,sample_1,project_1
Ti Kα1 Map Data 108.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 108.tif,2021-12-29,4,sample_1,project_1
Ti Kα1 Map Data 109.tif,Intensity Map representing the intensity levels of features in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 109.tif,2021-06-10,4,sample_1,project_1
Ti Kα1 Map Data 11.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 11.tif,2021-03-23,4,sample_1,project_1
Ti Kα1 Map Data 110.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 110.tif,2022-05-31,4,sample_1,project_1
Ti Kα1 Map Data 111.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 111.tif,2021-12-22,4,sample_1,project_1
Ti Kα1 Map Data 112.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 112.tif,2023-07-03,4,sample_1,project_1
Ti Kα1 Map Data 113.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 113.tif,2022-04-14,4,sample_1,project_1
Ti Kα1 Map Data 114.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 114.tif,2021-05-24,4,sample_1,project_1
Ti Kα1 Map Data 115.tif,Intensity Map representing the intensity levels of features in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 115.tif,2023-11-09,4,sample_1,project_1
Ti Kα1 Map Data 116.tif,Intensity Map representing the intensity levels of features in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 116.tif,2023-02-23,4,sample_1,project_1
Ti Kα1 Map Data 117.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 117.tif,2022-01-05,4,sample_1,project_1
Ti Kα1 Map Data 118.tif,Intensity Map representing the intensity levels of features in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 118.tif,2023-08-03,4,sample_1,project_1
Ti Kα1 Map Data 119.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 119.tif,2022-11-13,4,sample_1,project_1
Ti Kα1 Map Data 12.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 12.tif,2022-10-16,4,sample_1,project_1
Ti Kα1 Map Data 120.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 120.tif,2022-02-04,4,sample_1,project_1
Ti Kα1 Map Data 121.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 121.tif,2023-04-13,4,sample_1,project_1
Ti Kα1 Map Data 122.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 122.tif,2023-02-08,4,sample_1,project_1
Ti Kα1 Map Data 123.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 123.tif,2023-09-19,4,sample_1,project_1
Ti Kα1 Map Data 124.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 124.tif,2021-03-06,4,sample_1,project_1
Ti Kα1 Map Data 125.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 125.tif,2022-12-08,4,sample_1,project_1
Ti Kα1 Map Data 126.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 126.tif,2020-11-11,4,sample_1,project_1
Ti Kα1 Map Data 127.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 127.tif,2023-10-20,4,sample_1,project_1
Ti Kα1 Map Data 128.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 128.tif,2023-09-03,4,sample_1,project_1
Ti Kα1 Map Data 129.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 129.tif,2020-10-26,4,sample_1,project_1
Ti Kα1 Map Data 13.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 13.tif,2023-03-12,4,sample_1,project_1
Ti Kα1 Map Data 130.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 130.tif,2022-06-08,4,sample_1,project_1
Ti Kα1 Map Data 131.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 131.tif,2021-04-16,4,sample_1,project_1
Ti Kα1 Map Data 132.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 132.tif,2022-05-13,4,sample_1,project_1
Ti Kα1 Map Data 133.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 133.tif,2022-04-30,4,sample_1,project_1
Ti Kα1 Map Data 134.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 134.tif,2023-11-06,4,sample_1,project_1
Ti Kα1 Map Data 135.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 135.tif,2020-09-30,4,sample_1,project_1
Ti Kα1 Map Data 136.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 136.tif,2021-04-26,4,sample_1,project_1
Ti Kα1 Map Data 137.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 137.tif,2022-08-16,4,sample_1,project_1
Ti Kα1 Map Data 138.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 138.tif,2021-04-25,4,sample_1,project_1
Ti Kα1 Map Data 139.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 139.tif,2023-08-21,4,sample_1,project_1
Ti Kα1 Map Data 14.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 14.tif,2021-10-18,4,sample_1,project_1
Ti Kα1 Map Data 140.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 140.tif,2022-01-29,4,sample_1,project_1
Ti Kα1 Map Data 141.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 141.tif,2022-04-30,4,sample_1,project_1
Ti Kα1 Map Data 142.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 142.tif,2020-12-23,4,sample_1,project_1
Ti Kα1 Map Data 143.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 143.tif,2022-07-15,4,sample_1,project_1
Ti Kα1 Map Data 144.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 144.tif,2022-12-28,4,sample_1,project_1
Ti Kα1 Map Data 145.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 145.tif,2021-10-19,4,sample_1,project_1
Ti Kα1 Map Data 146.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 146.tif,2020-02-20,4,sample_1,project_1
Ti Kα1 Map Data 147.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 147.tif,2023-05-24,4,sample_1,project_1
Ti Kα1 Map Data 148.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 148.tif,2020-06-25,4,sample_1,project_1
Ti Kα1 Map Data 149.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 149.tif,2021-04-30,4,sample_1,project_1
Ti Kα1 Map Data 15.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 15.tif,2021-02-20,4,sample_1,project_1
Ti Kα1 Map Data 150.tif,Intensity Map representing the intensity levels of features in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 150.tif,2023-06-28,4,sample_1,project_1
Ti Kα1 Map Data 151.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 151.tif,2021-10-01,4,sample_1,project_1
Ti Kα1 Map Data 152.tif,Spatial Distribution Map illustrating the spatial arrangement of features.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 152.tif,2023-06-20,4,sample_1,project_1
Ti Kα1 Map Data 153.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 153.tif,2022-06-13,4,sample_1,project_1
Ti Kα1 Map Data 154.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 154.tif,2021-06-25,4,sample_1,project_1
Ti Kα1 Map Data 155.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 155.tif,2023-06-13,4,sample_1,project_1
Ti Kα1 Map Data 156.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 156.tif,2022-01-10,4,sample_1,project_1
Ti Kα1 Map Data 157.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 157.tif,2020-05-13,4,sample_1,project_1
Ti Kα1 Map Data 158.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 158.tif,2020-07-20,4,sample_1,project_1
Ti Kα1 Map Data 159.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 159.tif,2021-12-08,4,sample_1,project_1
Ti Kα1 Map Data 16.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 16.tif,2023-02-17,4,sample_1,project_1
Ti Kα1 Map Data 160.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 160.tif,2021-12-23,4,sample_1,project_1
Ti Kα1 Map Data 161.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 161.tif,2020-05-28,4,sample_1,project_1
Ti Kα1 Map Data 162.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 162.tif,2021-01-22,4,sample_1,project_1
Ti Kα1 Map Data 163.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 163.tif,2021-12-06,4,sample_1,project_1
Ti Kα1 Map Data 164.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 164.tif,2021-02-28,4,sample_1,project_1
Ti Kα1 Map Data 165.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 165.tif,2022-11-27,4,sample_1,project_1
Ti Kα1 Map Data 166.tif,Correlation Map revealing relationships between different variables.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 166.tif,2020-04-30,4,sample_1,project_1
Ti Kα1 Map Data 167.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 167.tif,2023-03-19,4,sample_1,project_1
Ti Kα1 Map Data 168.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 168.tif,2021-07-16,4,sample_1,project_1
Ti Kα1 Map Data 169.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 169.tif,2021-02-18,4,sample_1,project_1
Ti Kα1 Map Data 17.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 17.tif,2023-01-15,4,sample_1,project_1
Ti Kα1 Map Data 170.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 170.tif,2020-07-09,4,sample_1,project_1
Ti Kα1 Map Data 171.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 171.tif,2022-10-09,4,sample_1,project_1
Ti Kα1 Map Data 172.tif,Intensity Map representing the intensity levels of features in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 172.tif,2022-03-29,4,sample_1,project_1
Ti Kα1 Map Data 173.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 173.tif,2023-04-08,4,sample_1,project_1
Ti Kα1 Map Data 174.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 174.tif,2021-10-18,4,sample_1,project_1
Ti Kα1 Map Data 175.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 175.tif,2023-08-10,4,sample_1,project_1
Ti Kα1 Map Data 176.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 176.tif,2021-11-07,4,sample_1,project_1
Ti Kα1 Map Data 177.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 177.tif,2022-08-22,4,sample_1,project_1
Ti Kα1 Map Data 178.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 178.tif,2023-04-07,4,sample_1,project_1
Ti Kα1 Map Data 179.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 179.tif,2023-04-02,4,sample_1,project_1
Ti Kα1 Map Data 18.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 18.tif,2023-05-09,4,sample_1,project_1
Ti Kα1 Map Data 180.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 180.tif,2021-10-11,4,sample_1,project_1
Ti Kα1 Map Data 181.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 181.tif,2023-05-08,4,sample_1,project_1
Ti Kα1 Map Data 182.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 182.tif,2022-09-16,4,sample_1,project_1
Ti Kα1 Map Data 183.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 183.tif,2021-10-15,4,sample_1,project_1
Ti Kα1 Map Data 184.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 184.tif,2022-10-24,4,sample_1,project_1
Ti Kα1 Map Data 185.tif,Density Map highlighting areas of higher or lower density in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 185.tif,2021-04-20,4,sample_1,project_1
Ti Kα1 Map Data 186.tif,Point Data Map visualizing specific data points across the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 186.tif,2020-02-05,4,sample_1,project_1
Ti Kα1 Map Data 187.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 187.tif,2022-06-09,4,sample_1,project_1
Ti Kα1 Map Data 188.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 188.tif,2020-03-11,4,sample_1,project_1
Ti Kα1 Map Data 189.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 189.tif,2022-09-07,4,sample_1,project_1
Ti Kα1 Map Data 19.tif,Heat Map showing the distribution of temperature in the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 19.tif,2020-06-03,4,sample_1,project_1
Ti Kα1 Map Data 190.tif,Overlay Map combining multiple data layers for comprehensive analysis.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 190.tif,2020-11-14,4,sample_1,project_1
Ti Kα1 Map Data 191.tif,Elemental Map displaying the elemental composition of the sample.,project_1/sample_1/OxfordSEM/21_GR_14Y_Full_Section_scan/Ti/Ti Kα1 Map Data 191.tif,2022-02-28,4,sample_1,project_1
